PM2.5,PM10,NO2,SO2,CO,O3,AQI
35.95,80.51,27.48,5.99,1.56,43.32,80.51
23.97,44.8,10.89,5.28,1.32,52.56,62.977777777777774
22.85,45.2,15.79,5.56,1.29,60.45,61.34444444444444
14.72,42.06,10.58,5.42,1.26,49.23,59.71111111111111
12.77,38.06,9.66,5.9,1.33,49.49,63.522222222222226
14.23,25.03,7.86,6.69,1.26,49.33,59.71111111111111
11.01,34.65,8.62,6.63,1.26,49.44,59.71111111111111
21.04,52.74,10.36,4.89,1.41,49.56,67.87777777777777
37.05,57.15,17.11,5.52,1.41,55.64,67.87777777777777
60.53,94.28,12.57,6.34,1.28,57.97,94.28
72.63,107.0,9.67,6.47,1.27,55.49,140.70241379310343
64.68,105.2,18.28,5.35,1.31,53.6,113.56275862068968
23.56,75.69,8.94,6.46,1.1,54.03,75.69
26.41,60.18,10.64,5.2,1.25,46.01,60.18
24.97,72.54,6.22,5.98,1.3,46.86,72.54
9.36,55.68,3.48,4.19,1.3,39.04,61.888888888888886
13.81,39.24,5.77,4.24,1.32,42.19,62.977777777777774
87.53,119.03,32.7,4.36,1.53,48.36,191.56793103448274
99.02,141.44,42.18,4.87,1.41,51.61,228.37862068965515
86.16,133.24,35.42,3.27,1.42,24.78,186.8910344827586
77.99,138.24,26.57,3.81,1.49,42.98,159.0003448275862
72.63,137.18,29.76,3.92,1.6,44.72,140.70241379310343
78.49,119.88,48.95,4.54,1.7,55.27,160.70724137931032
83.72,122.0,59.28,3.83,2.07,53.8,178.56137931034482
99.8,147.71,66.17,4.07,2.54,64.87,231.0413793103448
98.7,130.98,64.74,3.63,1.92,65.12,227.28620689655173
77.43,127.81,80.82,3.78,1.71,49.76,157.0886206896552
60.29,117.2,1.56,3.92,1.25,42.68,111.76375838926175
19.11,58.14,9.11,6.73,1.26,15.23,59.71111111111111
48.95,94.79,55.35,7.58,1.26,24.34,94.79
52.94,117.59,68.76,6.32,1.48,26.77,112.02288590604027
74.56,152.35,81.46,5.82,1.48,24.72,147.29103448275862
69.28,162.38,120.26,5.78,1.23,22.09,141.78268456375838
63.5,148.81,96.08,4.91,1.23,25.26,132.76637583892617
69.78,203.5,85.41,6.21,1.23,25.97,169.10402684563758
65.8,241.73,62.62,6.52,1.23,21.13,194.5051677852349
60.93,268.99,39.21,7.26,1.23,28.11,218.99
63.19,148.25,17.94,6.74,1.25,32.16,132.39429530201343
53.02,137.89,43.59,8.87,1.23,26.54,125.51080536912751
51.25,171.54,65.7,9.54,1.23,22.48,147.86885906040268
72.79,230.62,67.82,8.29,1.25,24.76,187.12335570469799
67.77,254.87,73.97,7.87,1.24,28.15,204.87
59.75,262.36,68.45,5.75,1.29,12.65,212.36
58.56,304.11,56.49,9.18,1.36,11.98,254.11
73.48,270.18,58.26,7.5,1.36,19.23,220.18
95.02,279.45,65.09,7.0,1.45,18.83,229.45
135.82,317.28,49.06,5.62,2.62,20.78,312.373488372093
182.14,361.79,40.59,4.93,3.2,21.78,347.9213953488372
162.91,335.54,46.26,5.26,3.56,22.35,333.163488372093
155.07,328.05,46.1,5.28,3.42,21.92,327.14674418604653
179.78,380.02,68.77,4.97,3.86,18.79,346.11023255813956
189.73,407.62,80.0,5.96,3.94,19.23,371.9541772151899
198.12,393.34,75.16,5.59,2.92,17.45,360.1851162790698
81.41,161.54,33.52,7.22,1.15,21.4,170.67551724137928
134.59,192.07,30.11,10.43,1.13,23.59,311.4295348837209
196.26,262.86,29.96,11.34,1.39,30.03,358.75767441860467
134.08,243.7,34.44,8.41,1.41,30.58,311.0381395348837
124.18,223.07,40.05,6.93,1.48,24.9,303.4404651162791
125.86,225.5,59.54,6.27,1.49,24.23,304.7297674418605
100.43,176.11,52.43,9.42,1.41,15.26,233.19206896551725
94.54,166.91,41.44,8.78,1.86,22.07,213.08482758620693
109.95,194.41,42.53,11.06,2.02,24.24,265.6913793103448
107.75,194.49,39.34,6.0,2.29,24.65,258.1810344827586
120.0,222.19,34.65,7.57,1.92,36.94,300.0
137.92,238.85,48.1,5.74,2.46,30.93,313.98511627906976
166.54,288.74,65.22,6.13,3.1,31.27,335.9493023255814
165.94,291.34,67.81,5.58,2.89,24.94,335.48883720930235
164.5,282.48,65.18,6.12,2.96,26.16,334.3837209302326
161.88,278.06,68.3,6.45,2.8,18.97,332.37302325581396
169.06,289.0,73.95,4.57,2.16,9.29,337.8832558139535
163.26,276.32,60.81,7.34,2.52,11.13,333.4320930232558
175.99,305.97,75.11,6.14,2.96,15.54,343.20162790697674
128.38,211.12,41.35,6.37,1.83,10.96,306.66372093023256
110.58,190.28,37.08,10.34,1.36,15.92,267.8420689655172
111.72,200.45,36.91,9.28,1.51,18.33,271.73379310344825
88.73,159.77,29.55,8.06,1.38,17.27,195.6644827586207
50.65,81.23,21.85,6.4,0.9,10.14,84.20172413793102
49.58,88.39,24.95,6.17,1.34,11.99,88.39
77.11,153.02,32.17,9.3,1.74,15.76,155.9962068965517
90.31,171.22,33.0,8.2,1.16,10.04,147.65624161073825
84.85,142.33,33.29,5.58,1.36,18.1,182.41896551724136
96.95,160.0,33.87,6.07,2.06,27.28,221.31206896551726
90.21,163.29,34.17,5.48,2.36,25.32,142.3873154362416
104.73,208.83,50.99,6.37,2.76,19.92,247.87137931034485
97.52,208.94,42.99,5.18,2.56,20.22,223.25793103448274
112.42,248.04,36.95,5.24,2.8,27.5,274.1234482758621
92.15,209.25,39.27,6.68,2.68,20.59,204.92586206896553
104.28,249.2,43.46,8.25,2.4,21.2,246.33517241379312
105.66,223.83,45.23,6.57,2.86,24.68,251.04620689655172
105.14,232.64,43.86,6.28,3.04,25.16,249.27103448275864
98.36,217.09,40.07,5.36,3.01,19.42,226.1255172413793
100.59,227.91,38.84,7.51,2.57,22.76,233.73827586206897
100.89,241.7,48.0,6.29,2.49,20.23,234.76241379310346
167.84,363.31,41.2,9.9,3.19,24.89,336.94697674418603
194.3,421.83,41.67,9.65,3.96,15.48,389.7616455696202
171.63,341.54,42.04,6.76,4.14,14.07,339.85558139534885
97.24,226.04,33.82,3.9,2.21,14.93,222.3020689655172
118.84,206.84,33.26,9.92,2.29,20.24,296.04
135.53,246.56,42.32,6.35,3.01,18.66,312.15093023255815
136.68,193.09,37.18,5.45,2.6,12.24,313.033488372093
104.64,215.28,25.67,5.57,2.17,8.95,247.56413793103448
119.13,248.23,25.08,6.08,1.93,13.53,297.03
89.98,191.4,41.53,4.85,1.64,5.68,199.93172413793104
75.65,176.81,22.36,3.18,1.61,12.51,151.37040268456377
109.12,236.28,28.05,4.37,1.8,8.92,262.85793103448276
114.96,247.0,23.99,3.97,1.56,8.8,282.7944827586207
109.71,245.86,28.66,5.24,2.27,8.15,264.8720689655172
141.01,253.44,21.1,5.61,1.51,10.64,316.35651162790697
91.24,167.03,21.95,4.13,1.46,11.15,201.81931034482756
141.44,271.58,30.43,3.08,1.88,7.51,316.68651162790695
106.98,205.32,23.94,2.02,1.32,18.72,255.55241379310345
104.03,234.96,35.82,3.96,1.68,17.06,245.48172413793105
113.56,225.26,32.76,3.18,1.78,8.68,278.0151724137931
111.33,228.63,36.12,5.79,1.65,12.74,270.40241379310345
122.73,258.72,37.51,3.43,1.69,10.88,302.32767441860466
166.93,371.65,40.39,5.51,2.09,12.17,336.2486046511628
167.53,348.11,44.32,3.83,2.12,10.17,336.70906976744186
170.47,345.81,37.96,4.18,2.12,6.33,338.9653488372093
84.02,169.22,26.27,2.45,1.6,10.57,179.5855172413793
110.02,234.25,33.1,2.85,1.61,8.11,265.93034482758617
98.71,205.65,29.96,3.68,1.43,9.24,227.32034482758618
104.67,215.4,32.31,4.93,1.6,16.56,247.66655172413795
104.85,213.44,28.74,4.31,1.37,7.31,248.2810344827586
105.39,213.05,22.94,7.19,1.56,7.53,250.1244827586207
127.7,263.42,27.04,6.45,1.63,12.02,306.1418604651163
185.17,268.3,34.99,8.82,2.66,18.73,350.2467441860465
202.25,355.73,32.89,5.46,1.99,9.04,363.3546511627907
141.97,319.52,53.49,9.33,3.01,13.67,317.0932558139535
175.75,328.01,41.16,7.12,2.5,4.09,343.0174418604651
165.28,337.15,48.83,7.17,2.87,9.8,334.98232558139534
147.69,304.02,52.18,8.82,2.69,8.44,321.483023255814
134.93,243.7,34.9,6.22,2.21,6.34,311.6904651162791
156.01,300.28,49.42,8.73,2.66,13.13,327.8681395348837
211.95,427.86,54.68,10.61,3.98,10.7,397.3182278481013
186.21,401.91,50.46,6.16,3.36,11.66,364.79860759493675
129.25,251.13,35.02,4.26,1.46,11.03,307.3313953488372
60.04,141.23,26.61,7.37,1.35,10.57,127.72999999999999
62.18,155.78,29.45,7.25,1.7,14.59,137.39744966442953
48.84,123.96,27.15,7.58,1.27,10.6,116.25530201342282
49.24,93.69,23.51,9.48,1.32,7.02,93.69
56.15,116.25,28.03,7.46,1.49,11.56,111.13255033557047
50.47,136.22,30.09,7.58,1.43,17.57,124.40120805369128
58.21,144.0,29.68,8.6,1.29,17.2,129.5704697986577
68.03,170.67,48.25,12.1,1.72,33.67,147.2908053691275
114.36,232.4,60.86,7.23,1.65,43.03,280.7462068965517
94.45,193.98,56.75,6.43,1.33,47.9,212.77758620689656
110.0,225.32,62.97,7.8,2.09,39.92,265.8620689655172
87.38,189.97,54.43,8.55,1.02,34.09,191.0558620689655
110.82,212.13,51.44,8.8,1.39,34.67,268.6613793103448
101.38,202.29,61.27,6.69,1.21,33.09,236.43517241379308
105.33,231.52,55.2,6.4,1.08,46.22,249.9196551724138
90.61,204.25,55.49,8.48,1.42,45.12,169.60234899328862
99.68,209.22,72.38,7.18,1.16,42.25,230.63172413793106
70.62,168.06,38.47,5.36,0.8,49.76,145.55664429530202
75.99,184.67,38.66,4.95,1.46,47.02,156.5928187919463
49.51,119.99,33.99,2.49,0.96,31.84,113.61751677852348
60.35,157.4,38.37,2.16,1.11,32.39,138.47382550335573
51.24,130.97,36.73,2.96,1.13,51.42,120.91295302013422
74.23,204.57,57.22,3.76,1.5,36.16,169.81496644295302
63.12,159.87,39.13,1.78,1.19,49.58,140.11496644295303
57.84,159.84,44.01,5.44,1.28,37.5,140.09503355704697
72.98,182.73,40.91,4.09,0.91,36.73,155.3038255033557
49.36,136.16,28.67,3.07,0.64,44.4,124.36134228187919
49.03,136.62,26.45,3.06,0.96,51.15,124.66697986577182
63.18,179.87,22.83,6.61,1.45,50.59,153.40355704697987
46.69,105.81,12.86,4.84,1.38,32.47,104.19590604026845
26.05,52.85,9.9,4.07,1.28,24.81,60.8
26.09,57.04,13.11,5.15,1.31,27.43,62.43333333333333
31.55,89.79,14.0,5.11,1.42,45.36,89.79
43.91,112.15,16.7,5.36,1.37,50.21,108.40838926174497
44.83,120.64,13.74,5.34,1.11,46.14,114.04939597315436
41.91,123.76,7.01,6.2,0.74,44.63,116.12241610738255
42.28,117.66,7.05,6.09,0.74,49.8,112.06939597315436
49.54,113.33,8.29,4.11,1.0,42.07,109.19241610738256
77.22,177.2,10.71,5.61,0.95,42.27,156.37172413793104
52.06,140.14,7.91,6.04,0.7,52.01,127.00577181208052
47.76,119.05,9.29,7.98,1.2,38.22,112.99295302013422
60.27,150.91,9.04,5.03,0.87,44.17,134.161677852349
46.14,123.11,7.26,6.1,1.01,47.9,115.69053691275168
51.86,144.89,9.64,5.88,1.02,43.51,130.1618120805369
59.86,158.43,9.43,7.33,1.32,47.62,139.1581879194631
67.58,183.31,8.59,7.14,1.62,48.14,155.6891946308725
74.81,182.26,8.35,7.21,1.92,45.15,154.99154362416107
69.66,181.39,5.47,8.67,1.39,45.29,154.4134899328859
37.87,92.44,4.03,4.96,1.26,38.9,92.44
62.14,134.0,7.26,7.87,1.49,40.98,122.9261744966443
64.46,166.76,6.94,7.56,1.66,42.01,144.69288590604026
64.19,164.96,6.55,5.37,1.44,42.5,143.49691275167785
90.98,203.35,4.82,7.57,1.74,47.28,169.00436241610737
40.93,110.73,5.23,7.52,1.33,46.13,107.46489932885906
67.94,164.79,11.32,7.47,1.79,42.64,143.38395973154363
71.85,180.96,8.02,5.96,1.61,41.27,154.12778523489933
66.82,152.97,4.89,8.9,1.67,49.96,135.53040268456377
83.6,190.92,8.54,7.44,1.67,46.31,178.151724137931
70.44,160.63,7.78,7.48,1.15,47.34,140.61993288590605
58.47,166.56,3.12,5.26,0.8,54.63,144.56
42.07,114.06,4.74,6.99,0.77,48.86,109.67744966442953
56.91,140.72,8.54,7.55,0.95,44.39,127.39114093959732
65.0,177.74,8.49,8.56,0.98,38.06,151.98832214765102
50.06,120.99,5.77,6.42,1.0,38.13,114.28194630872483
59.26,153.37,6.22,8.08,1.14,39.47,135.7961744966443
50.15,123.28,5.16,9.41,1.05,40.88,115.80348993288591
47.89,124.56,7.29,9.37,1.59,27.42,116.65395973154362
60.8,164.28,8.61,7.91,1.41,23.35,143.04510067114094
47.9,129.53,5.37,5.6,0.91,21.51,119.9561744966443
51.96,127.72,7.32,6.45,1.09,18.87,118.75355704697986
56.27,139.97,5.91,8.57,0.85,24.33,126.89281879194631
47.02,120.98,6.19,5.57,1.06,25.07,114.27530201342282
50.1,127.96,6.83,6.39,0.84,25.77,118.91302013422819
78.22,193.17,5.14,7.94,0.9,29.54,162.24046979865773
57.13,156.64,3.72,8.16,0.51,29.56,137.96885906040268
47.35,164.85,3.74,7.79,0.96,31.31,143.42382550335572
51.98,199.83,9.26,7.52,0.7,35.92,166.66557046979867
66.75,192.54,15.62,9.89,0.68,36.37,161.82187919463087
75.72,199.67,18.9,7.67,0.71,36.09,166.55926174496642
76.54,202.43,14.06,7.84,0.63,48.66,168.39308724832216
61.78,143.93,18.85,5.21,0.74,51.09,129.52395973154364
64.01,163.41,16.86,9.0,0.56,55.22,142.46704697986576
63.14,168.58,13.95,5.78,0.91,60.46,145.90214765100671
69.83,168.59,17.19,7.27,1.13,62.29,145.90879194630872
81.5,167.1,21.88,8.29,1.18,53.32,170.98275862068965
76.8,186.5,19.1,6.79,0.79,40.93,157.80872483221478
89.68,212.98,17.12,6.77,1.26,51.32,198.90758620689655
96.42,207.88,26.06,8.24,1.32,46.49,219.50275862068966
87.12,230.32,19.22,6.1,1.22,36.87,190.16827586206898
81.16,207.53,13.49,5.17,1.93,47.59,171.781677852349
78.06,207.78,16.23,8.64,2.1,46.46,171.94778523489933
95.42,215.47,20.33,6.42,1.81,42.97,216.08896551724138
109.11,234.41,21.16,9.64,1.45,39.03,262.8237931034483
105.91,221.43,21.31,7.03,1.17,32.68,251.8996551724138
109.57,236.64,23.77,5.46,1.38,35.34,264.39413793103444
104.31,202.55,11.89,7.79,1.62,38.52,246.43758620689655
56.37,116.77,11.78,8.95,1.42,46.49,111.47805369127516
51.61,98.99,11.85,5.32,1.3,46.73,98.99
57.16,103.43,13.94,6.89,1.36,46.44,102.61456375838927
66.69,142.97,13.08,5.61,1.37,41.84,128.88610738255034
51.73,100.99,15.03,6.78,1.28,46.37,86.02655172413793
64.72,129.04,14.92,6.93,1.69,42.61,119.63060402684563
93.34,173.19,22.42,7.23,1.44,47.35,208.98827586206897
93.69,169.12,22.72,4.84,0.4,34.65,210.18310344827586
88.54,170.91,9.54,6.97,0.53,28.6,195.01586206896553
103.5,252.11,11.67,5.45,1.07,35.1,243.67241379310343
92.1,251.24,11.64,9.28,1.42,27.54,204.75517241379308
94.02,238.98,11.66,5.54,1.54,36.11,211.30965517241378
67.97,202.46,11.69,5.06,1.43,37.08,168.4130201342282
41.0,109.36,11.65,5.58,1.24,41.37,106.55463087248322
43.47,109.84,11.68,5.15,1.33,29.7,106.87355704697987
34.61,102.67,11.72,5.21,1.1,32.52,102.10959731543625
134.29,140.06,11.63,4.97,1.12,33.38,311.1993023255814
59.28,133.79,11.71,6.97,1.4,44.78,122.78664429530201
62.23,145.11,11.65,5.03,1.23,49.4,130.30798657718123
68.83,177.02,11.64,7.29,1.11,50.89,151.50993288590604
52.93,129.94,11.72,5.61,1.28,39.16,120.22859060402685
78.02,199.42,11.66,5.7,1.55,79.37,166.3931543624161
114.8,270.73,16.46,5.17,0.75,74.62,282.24827586206897
84.73,237.17,21.09,6.83,0.91,74.26,191.47536912751679
62.37,162.11,21.15,5.27,1.74,63.82,141.60328859060405
70.49,193.17,21.07,5.25,1.52,75.56,162.24046979865773
77.5,173.04,21.03,6.63,1.73,57.85,157.32758620689654
87.84,244.19,21.09,6.54,1.17,78.03,196.1396644295302
60.66,152.48,21.07,4.64,1.52,53.57,135.2048322147651
51.36,115.37,21.07,5.88,1.38,55.8,110.54785234899329
61.13,164.5,21.03,8.52,1.39,74.12,143.19127516778525
78.64,220.31,20.99,9.84,1.29,71.98,180.27308724832216
61.93,175.49,21.04,4.53,0.96,86.36,150.493355704698
61.31,142.56,35.39,13.08,0.69,39.26,128.61369127516778
65.91,159.58,41.81,7.0,0.89,12.52,139.92228187919466
101.25,204.71,50.22,11.15,1.48,14.56,235.99137931034483
101.09,210.58,46.87,7.41,0.92,13.15,235.4451724137931
97.4,190.24,39.83,11.92,1.3,14.86,222.848275862069
112.75,247.11,43.29,9.54,1.51,16.96,275.25
98.64,202.58,39.44,13.44,1.21,13.69,227.08137931034483
93.1,196.43,36.8,8.31,1.21,16.2,208.16896551724136
88.18,199.01,33.53,10.69,1.79,14.3,193.78689655172417
83.26,178.7,23.04,11.26,1.52,13.18,176.99103448275864
71.17,168.23,20.96,10.03,1.25,41.56,145.66959731543625
62.0,152.83,20.97,10.52,1.77,60.24,135.43738255033557
43.34,91.26,20.77,7.47,1.7,59.95,91.26
43.3,84.31,20.95,7.86,1.89,53.15,94.0111111111111
64.83,121.52,20.88,7.44,2.35,38.38,114.63409395973154
53.39,94.45,20.75,7.8,2.48,20.77,105.76202531645569
48.29,99.6,20.87,9.53,2.28,31.54,103.25569620253164
31.16,58.58,20.64,6.08,2.34,34.03,104.00759493670886
36.42,87.47,18.77,10.59,1.74,37.86,87.47
18.55,36.84,11.51,9.63,2.61,42.47,107.39113924050632
26.53,69.13,11.92,7.45,1.92,35.4,95.64444444444445
24.77,62.32,22.78,10.33,1.99,27.01,99.45555555555555
23.83,49.19,12.95,6.46,2.04,27.16,49.19
20.06,44.41,11.15,10.16,1.78,30.34,88.02222222222223
17.98,46.15,4.18,7.28,1.1,44.2,51.0
19.13,32.67,4.39,8.35,1.51,31.83,73.32222222222222
15.37,30.8,7.22,6.25,1.49,19.06,72.23333333333333
16.3,38.14,5.92,6.98,1.47,27.01,71.14444444444445
31.0,68.08,5.41,4.66,1.81,31.77,89.65555555555557
35.52,89.1,5.83,5.5,2.04,32.08,89.1
37.57,91.67,5.64,6.1,2.15,27.89,101.62658227848101
27.54,73.05,5.72,8.25,2.24,28.77,102.75443037974684
25.2,71.12,8.52,4.24,2.18,30.44,102.00253164556962
20.36,55.44,8.09,6.0,2.06,31.98,55.44
25.33,63.78,7.69,3.87,2.11,37.25,101.1253164556962
35.19,84.94,8.86,4.22,2.23,38.08,102.62911392405063
23.9,64.13,8.81,7.69,2.01,34.62,64.13
27.11,59.44,8.93,4.66,1.97,31.34,98.36666666666667
26.58,59.72,11.9,7.65,1.66,30.68,81.48888888888888
19.7,52.9,12.46,5.73,2.14,28.52,101.50126582278482
22.06,45.17,12.99,6.94,1.91,36.51,95.1
30.1,77.72,12.63,7.42,0.92,34.68,77.72
19.05,57.61,12.83,4.24,0.92,14.55,57.61
19.68,56.14,9.67,5.16,1.18,9.48,56.14
19.68,57.33,13.4,1.99,1.97,10.55,98.36666666666667
20.02,68.59,20.65,7.36,1.96,11.04,97.82222222222222
19.68,72.61,20.25,3.26,1.64,12.58,80.39999999999999
19.68,79.48,18.12,3.52,1.26,13.49,79.48
19.68,79.33,20.07,5.34,1.75,14.5,86.38888888888889
19.68,91.46,20.9,6.64,1.6,17.12,91.46
31.55,95.08,20.66,5.85,1.84,10.31,95.08
32.58,83.61,19.66,5.35,1.67,3.76,83.61
19.68,52.3,21.0,12.52,1.01,6.3,52.3
19.58,39.11,18.21,8.29,0.99,8.27,49.5
16.68,52.1,19.53,8.3,1.3,7.18,61.888888888888886
18.98,69.49,21.94,8.17,1.29,7.47,69.49
25.27,61.54,19.69,6.35,1.28,6.32,61.54
37.17,87.23,22.51,7.56,1.82,5.62,90.2
20.24,48.7,21.99,6.96,1.35,6.21,64.61111111111111
16.77,31.81,26.77,6.36,1.13,14.06,52.633333333333326
21.16,60.27,24.91,10.48,1.54,23.13,74.95555555555555
18.23,48.03,21.5,8.32,1.31,23.1,62.43333333333333
19.25,46.0,18.24,8.65,0.91,23.33,46.0
22.04,54.46,34.32,8.65,0.94,22.78,54.46
25.69,57.86,32.0,8.03,0.93,24.09,57.86
19.85,51.07,33.04,7.08,0.71,24.62,51.07
21.16,55.6,30.83,9.5,0.88,29.64,55.6
24.57,62.15,34.11,10.1,0.67,27.82,62.15
27.11,68.14,36.9,8.08,0.62,27.81,68.14
23.33,66.6,27.82,8.5,1.08,26.7,66.6
17.26,56.23,26.47,8.47,1.11,27.94,56.23
22.59,48.62,25.33,7.25,0.91,25.78,48.62
22.26,54.29,33.0,6.29,1.13,21.24,54.29
42.81,102.65,28.17,7.69,0.93,18.87,102.09630872483221
36.22,69.67,23.72,7.5,0.38,21.07,69.67
27.66,66.96,14.93,7.07,0.68,21.17,66.96
35.13,72.01,11.61,6.62,0.45,24.85,72.01
20.84,67.17,8.77,8.08,0.49,22.6,67.17
24.9,74.07,7.59,7.43,0.73,20.4,74.07
17.25,46.69,7.69,7.03,0.68,17.02,46.69
27.05,70.75,7.4,6.25,0.48,21.62,70.75
28.49,83.04,7.25,7.12,0.56,20.74,83.04
45.0,129.76,7.18,7.83,1.13,18.7,120.1089932885906
38.91,90.64,7.08,8.07,0.62,18.6,90.64
29.99,119.63,6.93,6.75,0.38,16.34,113.378322147651
33.6,87.33,7.01,6.27,0.86,20.64,87.33
33.58,83.29,6.8,7.41,2.0,17.9,100.0
20.72,63.76,6.2,5.63,2.53,19.33,106.3886075949367
31.42,107.55,5.83,6.1,2.27,16.8,105.35201342281879
28.62,98.48,5.87,6.49,1.83,19.08,98.48
33.28,79.06,6.05,7.16,2.58,17.62,107.01518987341773
27.77,73.24,6.09,8.58,2.0,16.44,100.0
24.16,74.38,6.04,7.25,1.51,17.27,74.38
78.49,101.53,5.83,7.9,1.44,17.24,160.70724137931032
17.84,140.87,5.93,9.1,1.92,13.56,127.49080536912751
25.79,55.54,5.66,6.23,2.26,15.71,103.00506329113924
25.59,55.64,5.9,7.38,2.45,15.08,105.3860759493671
31.77,56.7,5.8,6.46,1.97,16.36,98.36666666666667
38.9,56.93,6.08,7.33,1.83,20.52,90.74444444444444
28.39,91.5,5.94,6.52,1.3,15.02,91.5
23.77,81.92,6.39,10.03,1.4,16.95,81.92
19.61,90.64,6.16,7.8,1.48,16.74,90.64
18.4,74.0,6.16,5.99,1.15,15.86,74.0
21.13,100.05,6.09,8.19,1.37,17.55,65.7
21.09,55.04,6.14,6.82,1.35,19.44,64.61111111111111
38.2,58.43,6.08,5.12,1.22,19.92,63.16551724137932
43.36,80.64,6.12,6.9,1.31,22.1,80.64
24.23,84.48,6.07,5.82,1.31,19.31,84.48
11.91,83.23,6.33,8.19,1.36,16.7,83.23
12.6,72.99,6.19,7.74,1.53,18.12,74.41111111111111
13.0,60.35,5.66,8.18,1.29,18.42,61.34444444444444
11.43,61.04,5.81,8.28,1.51,17.9,73.32222222222222
24.43,60.31,5.62,8.32,1.33,19.11,63.522222222222226
39.86,62.39,5.52,7.52,1.5,25.83,72.77777777777777
28.08,66.9,5.65,7.1,1.37,31.22,66.9
26.71,66.52,5.69,8.56,1.17,35.21,66.52
18.27,66.59,5.64,7.76,1.3,38.34,66.59
17.17,66.59,5.65,7.28,1.22,40.62,66.59
12.46,66.59,6.11,8.46,1.38,33.59,66.59
25.57,66.59,5.82,7.58,1.56,27.26,76.04444444444445
45.21,77.86,5.73,8.8,1.11,31.94,77.86
50.33,84.92,5.74,8.19,1.31,31.01,84.92
51.82,85.84,5.69,9.14,1.52,38.35,86.17862068965518
39.99,84.92,5.81,6.05,1.53,43.89,84.92
37.63,84.53,5.73,7.02,1.43,48.01,84.53
39.33,94.85,5.87,7.45,1.4,45.57,94.85
50.57,97.0,5.36,8.5,1.73,57.28,97.0
48.81,95.13,5.67,7.24,1.15,60.91,95.13
52.7,100.92,5.49,8.52,1.57,53.86,87.66551724137932
77.73,183.11,5.64,8.87,1.24,49.67,158.11275862068968
52.57,183.11,5.45,8.23,1.22,54.79,155.55630872483223
57.52,183.11,5.48,7.55,1.49,53.65,155.55630872483223
69.66,186.82,5.65,6.37,1.37,55.87,158.02134228187919
100.1,186.13,5.61,8.26,1.45,55.44,232.0655172413793
69.01,181.75,5.48,4.52,1.24,52.45,154.65268456375838
36.49,90.58,5.51,6.77,1.54,55.66,90.58
38.91,92.81,5.63,7.43,1.46,54.32,92.81
45.42,115.31,5.39,6.65,1.37,56.31,110.50798657718121
57.56,142.91,5.75,5.23,1.37,55.15,128.84624161073825
67.02,167.49,5.79,6.51,1.53,55.82,145.17791946308725
81.88,201.56,18.71,7.11,1.46,60.66,172.27999999999997
104.01,269.99,36.47,7.1,1.71,64.57,245.4134482758621
166.25,401.38,42.65,11.43,1.8,55.52,364.13443037974685
93.84,277.25,39.81,5.99,1.93,47.7,227.25
108.81,324.67,48.36,6.32,1.84,47.81,274.67
91.26,298.84,44.28,5.53,1.83,53.15,248.83999999999997
81.29,225.28,38.48,4.37,1.97,60.14,183.57530201342283
92.25,241.9,40.75,6.2,1.98,61.53,205.26724137931035
93.92,220.59,43.91,7.35,2.24,54.99,210.96827586206896
109.07,244.73,43.72,5.9,1.82,59.41,262.6872413793103
110.51,229.65,42.23,5.07,1.7,59.31,267.6031034482759
144.37,331.42,45.44,8.11,1.75,60.73,318.93511627906975
135.37,337.57,43.44,5.48,1.9,54.63,312.02813953488373
152.12,328.7,35.47,5.75,1.88,57.75,324.8827906976744
142.97,303.96,35.28,7.88,1.87,55.45,317.8606976744186
163.71,325.43,33.1,5.4,1.73,49.52,333.7774418604651
181.31,394.16,29.01,6.67,1.94,44.77,355.08658227848105
162.15,317.97,29.93,6.54,1.52,53.53,332.5802325581395
163.3,315.59,28.78,5.57,1.93,56.2,333.46279069767445
147.44,319.49,28.88,7.11,1.97,57.9,321.2911627906977
221.13,444.45,29.06,4.3,1.85,54.01,408.8789940828402
231.83,420.63,30.12,5.99,2.16,52.41,388.25784810126584
216.11,411.91,29.33,7.52,1.84,48.14,377.330253164557
164.64,341.05,29.64,7.42,1.99,55.93,334.4911627906977
129.77,274.29,29.54,7.02,1.92,55.31,307.7304651162791
170.06,364.45,29.81,8.52,1.7,44.2,338.6506976744186
151.53,312.69,29.71,9.98,1.54,32.59,324.43
165.59,379.89,29.65,8.03,1.02,34.72,337.2039240506329
123.15,283.63,30.28,8.06,1.24,42.45,302.65
138.75,305.27,31.07,7.35,1.25,51.6,314.62209302325584
147.22,324.39,31.06,4.45,1.09,51.67,321.12232558139533
121.25,278.31,30.28,4.91,1.54,37.45,301.1918604651163
132.57,285.48,29.83,4.23,1.21,28.71,309.87930232558136
149.81,357.52,30.09,5.98,1.28,29.88,323.11
158.03,365.75,30.51,4.94,0.98,48.03,329.41837209302327
82.42,215.0,31.18,4.42,1.24,58.0,176.74496644295303
64.23,183.65,31.68,6.31,1.22,51.94,155.91510067114095
74.59,191.91,32.34,5.39,1.23,28.38,161.40328859060403
106.38,185.4,32.56,5.83,1.39,32.97,253.50413793103445
125.44,180.8,29.49,4.97,1.1,49.24,304.4074418604651
160.92,287.1,29.09,5.23,1.03,61.76,331.63627906976745
96.32,203.2,29.34,2.6,1.21,37.3,219.1613793103448
95.19,222.68,28.68,5.92,1.09,28.19,215.30379310344827
